"","C1","C2","C3","C4","C5","C6","K1","K2","K3","K4","K5","K6","R1","R2","R3","R4","R5","R6","SC1","SC2","SC3","SC4","SC5","SC6","SK1","SK2","SK3","SK4","SK5","SK6","SR1","SR3","SR4","SR5","SR6"
"ASV_1094",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,32,25
"ASV_1095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,2,17,7,0,0,8,0,4,2,8,6,7,0,0
"ASV_1096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,54,0,0,0,0,0,0
"ASV_1100",29,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5
"ASV_1102",0,0,0,0,13,0,1,18,1,0,0,0,0,0,15,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0
"ASV_1103",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,3,0,0,2,0,0,0,0,0,0,1,0,1,29,0,0,0
"ASV_1108",6,0,9,1,9,0,7,3,5,5,0,0,5,3,0,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0
"ASV_1109",0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,37,0,0,8,11,0,0
"ASV_1111",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"ASV_1112",0,3,4,2,0,0,4,4,7,0,1,17,0,0,6,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1113",0,0,31,0,0,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ASV_1114",0,0,6,0,0,0,20,0,4,0,21,0,5,10,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1115",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14
"ASV_1119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,12,5,7,8,0,8,0,9,9
"ASV_1123",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1126",0,1,2,0,6,0,0,0,3,3,0,12,0,6,6,0,0,0,0,0,0,0,0,5,8,0,4,0,2,0,0,5,0,0,0
"ASV_1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,11,0,7,9,0,0,0,5,0,0,12,6,0,0
"ASV_1128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,9,14,5,10,0,0,8,0,0,0,3,0,8
"ASV_1130",0,0,0,0,4,0,0,12,0,0,9,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,14,0,0,0,0,0,0,0,0
"ASV_1131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,6,0,3,0,1,0,14,13,10,21,2
"ASV_1132",0,6,21,0,1,0,13,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,13,0,6,3,0,0,0,3,0,0,5,0,0,0
"ASV_1134",0,0,0,0,0,27,0,19,10,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,3,8,5,2,3,0,0,4,7,0,0,0,12
"ASV_1140",5,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,3,0,11,0,0,19,0,7,0,0,6,0,0,2,0,0
"ASV_1141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,33,0
"ASV_1142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASV_1147",0,16,0,10,0,0,7,0,7,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_1149",6,0,0,4,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,19,0,0,0,0,0,0
"ASV_1150",5,8,2,10,4,9,0,2,4,7,0,20,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1151",0,9,15,0,0,0,16,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ASV_1152",0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,5,7,4,23,0,0,17,0,0,14,0,0,0,0,0,0,3
"ASV_1156",81,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1157",0,0,0,0,0,0,0,5,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,14,0,0,0,0
"ASV_1159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,11,4,1,0,0,10,0,5,7,14,4,2,0,0
"ASV_1160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,0,15,10,7,7,0,1,8,0,6,0,0,0
"ASV_1161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,5,7,0,0,0,7,10,0,6,4
"ASV_1162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,7,0,0,0,0,4,0,5,0
"ASV_1163",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,2,7,0,8,0,0,0,5,11,1,0,0,4,8,17
"ASV_1164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,17,0,0,0,0,8,0,10,0
"ASV_1166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,5,0,6,0,6,13,2
"ASV_1168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,14,6,0,10,0,0,0,7,0,8,4,2,0,6
"ASV_1173",33,0,5,10,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1174",0,0,0,18,0,0,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,6,10,6,15,2,5,1
"ASV_1176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,1,1,8,0,7,3,9,0,0,7,6,0,0,0,4
"ASV_1177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,9,0,0,8,0,12,4,17,0,0,0,0
"ASV_1186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_1189",0,0,0,0,14,0,0,0,13,0,13,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1190",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,13,2,0,0,0,0,27,16,7,0,0
"ASV_1191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,12,0,0,0,6,0,0,33,0,0
"ASV_1192",23,0,8,3,10,0,12,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,20,0,0,0,13,0
"ASV_1194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,3,5,0,5,12,0,15,5
"ASV_1195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,6
"ASV_1198",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,0,0,13,0,0,5,0,0,0
"ASV_1199",0,0,1,9,4,0,0,2,6,10,11,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1208",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,5,0,0,0
"ASV_1209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0
"ASV_1210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV_1212",14,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,16,6,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"ASV_1213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,10,0,0,4,0,0,0,0,0,0,0,18,0,0,8
"ASV_1214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0
"ASV_1215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ASV_1220",0,0,4,0,0,0,0,8,6,0,6,0,0,0,0,0,0,0,3,12,9,0,3,3,0,2,2,0,0,0,0,3,0,0,0
"ASV_1221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,10,6,0,0,0,0,8,0,0,0,0,0,8
"ASV_1225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_1229",9,0,13,0,0,0,0,0,2,15,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1230",7,4,0,2,4,0,2,0,0,1,8,0,2,0,1,0,5,0,4,4,9,0,0,0,0,0,4,0,0,0,1,0,0,0,0
"ASV_1231",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
"ASV_1232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,8,0,0,5,14,0,3,1,5,0
"ASV_1237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,4,0,9,0,21,0
"ASV_1241",29,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,10,0
"ASV_1242",12,0,5,0,0,0,0,0,7,0,0,0,0,2,4,2,0,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,8
"ASV_1243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1246",0,9,1,0,0,2,18,0,13,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,3,0,7,0,3,0,0,0,0,0
"ASV_1247",0,0,0,17,0,0,0,5,14,5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1248",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV_1249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1254",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,5,0,0,0,16,0,6,4,0,1,8
"ASV_1255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,6,0,0,25,0,0,0
"ASV_1256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"ASV_1260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,11,0,0,0,11,0,0,7,0,0,0
"ASV_1261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,2,0,3
"ASV_1262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ASV_1265",8,6,0,3,2,0,0,4,4,3,4,0,0,1,7,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1266",0,0,0,0,2,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,15,7,0,13,0,0,0,0,4,0,10,0,0,0,0
"ASV_1268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_1273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9,0,5,0,7,3,3,4,15,0,6,0,0,0,0
"ASV_1274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,23,0,3,0,9,0
"ASV_1276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_1279",0,0,0,0,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1281",5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,17,0,0,0,0,0,0,13,0,0,0
"ASV_1287",20,0,0,0,15,0,0,9,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV_1288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,14,0,0,0,14,0,7,6,0,0,0
"ASV_1297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,9,5,0,9,10,0,5,12,5,0,5
"ASV_1298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,7,5,0,0,7,0
"ASV_1299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,9,8,0,0,8,4,0,0,0,0
"ASV_1301",28,0,15,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,8,11,0,0,0,8,0,0,0,0,0,0
"ASV_1308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,10,0,5,0,0,11
"ASV_1309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,13,0,0,0,0,0,0,0,16,0,0
"ASV_1310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,17,0,0,0,0,0,0,11,26
"ASV_1311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,53,0,0,0,0,0
"ASV_1314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,9,9,0,0,0,0
"ASV_1316",25,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1317",0,0,20,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1318",0,0,0,6,8,15,2,0,12,10,2,7,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_1319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,0,3,0,0,0,6,8,0,0,20,0
"ASV_1320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV_1322",15,0,0,11,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0
"ASV_1323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,5,15,5,0,0,0,0,0,13,11,0,0
"ASV_1324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,3,4,0,4,7,0,0,2,12,8
"ASV_1325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,0,0,5,0,0,0,0,6,0,19,0,0
"ASV_1329",0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,0,7,0,2,0,0,0,0,0,0,0,0,0
"ASV_1330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,12,0,0,2,1,3,2,5,3
"ASV_1331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,6,0,0,0,0,5,11,0,9,0,0,0
"ASV_1332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,0,0,0,26,0,6,0
"ASV_1333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_1339",0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"ASV_1340",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,41
"ASV_1341",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,0,6,0,0,0,3,0,0,0,3,0
"ASV_1342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,8,2,0,0,0,0,4,4,0,15,0,0,0,0
"ASV_1343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,10
"ASV_1344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,0,13,0,0,9,0,0,0
"ASV_1347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,5,0,20,0,0,7,0,0,0,12,0,0,6
"ASV_1348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,11,2,5,0,0,4,0,2,3,0,0
"ASV_1354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,0,12,0,12,0
"ASV_1355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,8,0,0,0,0,0,0,0,0,0
"ASV_1357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,14
"ASV_1361",0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,6,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0
"ASV_1362",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,4,0,3,0,7,0,4,2,0,6,4
"ASV_1363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,21,0,0,12,0,0,7,9,0,0,5
"ASV_1364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,17
"ASV_1365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_1369",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,5,10,7,10,8,6
"ASV_1370",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,12,0,0,0,8,0,5,0,0,0,14
"ASV_1371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,0,0,5,2,0,7,4,5,0,0,0,0
"ASV_1377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"ASV_1380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,12,0,0,0,16,0
"ASV_1385",0,7,0,0,0,0,0,0,0,11,0,2,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1386",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,6,0,11,10,0,0,0,0,0,0,0,0,0,0
"ASV_1387",0,0,0,2,0,0,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1394",0,0,0,0,0,0,0,0,31,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,11,15,0,0,9,0,0,0,0,0
"ASV_1400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,3,0,0,5,0,7,7,0,0,0,0,0
"ASV_1404",1,0,0,0,0,0,0,0,6,0,0,0,2,0,6,0,0,0,0,0,0,0,0,4,14,0,0,0,9,0,0,0,0,0,9
"ASV_1405",0,5,0,0,1,0,0,9,8,0,0,1,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"ASV_1406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_1408",0,0,3,0,1,0,0,7,6,3,1,0,0,0,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_1410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,4,15,1,0,6,6,0
"ASV_1413",21,5,0,0,0,0,11,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1414",18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1415",0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ASV_1416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0
"ASV_1417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,7,0
"ASV_1422",0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,7,0,0,4
"ASV_1425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,12,0,0,0,0,7,9
"ASV_1429",0,0,0,2,0,2,25,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1430",0,0,0,0,9,0,0,9,3,6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,0,0,0,0,11,0,0,0,0
"ASV_1433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_1438",7,0,0,0,0,0,5,7,3,1,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV_1439",0,5,0,3,0,0,0,0,0,0,0,0,2,8,0,0,3,0,4,0,0,0,0,14,0,0,0,0,2,0,0,0,6,0,0
"ASV_1440",0,0,8,0,5,0,0,5,4,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1441",0,0,5,0,0,0,5,2,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1443",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,4,8,2,0,0,0,0,0,3,5,0,3,8
"ASV_1451",3,0,10,0,0,0,6,0,7,0,0,0,0,0,6,0,0,0,0,0,4,0,0,10,0,0,0,12,0,0,0,0,0,0,0
"ASV_1452",6,0,9,4,3,0,8,7,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"ASV_1453",0,0,0,0,6,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
