name1,name2,D.ij.bMNTD,G.ij.bMNTD,Ds.ij.bMNTD,Gs.ij.bMNTD,C.ij.bMNTD,E.ij.bMNTD,ST.ij.bMNTD,MST.ij.bMNTD,bNTI.wt,RC.bMNTD.wt
s2_xgl_root_2,K2,0.0108613944731254,0.0217768841721216,0.00772596580592063,0.0154904108205999,0.992274034194079,0.9845095891794,0.992175100076074,0.494855235632591,-0.463350564305462,-0.875875875875876
s2_xgl_root_3,K2,0.0111889980142068,0.0228511592596996,0.00795899792371694,0.0162545680025636,0.992041002076283,0.983745431997436,0.991637875791944,0.485552356313768,-0.443948046470755,-0.863863863863864
s2_xgl_soil_1,K2,0.0199593074243207,0.0384825309382187,0.0141975256539768,0.0273735309853273,0.985802474346023,0.972626469014673,0.986634233861006,0.51172663306907,-0.506954589079191,-0.873873873873874
s2_xgl_soil_2,K2,0.0155340685508015,0.0319327514993537,0.0110497489753528,0.0227145185439505,0.988950251024647,0.97728548145605,0.988204897509747,0.480724081057184,-0.541809548187974,-0.935935935935936
s2_xgl_soil_3,K2,0.0263782786892697,0.0354173852753315,0.0187634911591329,0.0251932206540685,0.981236508840867,0.974806779345932,0.993447319339421,0.739903017936659,-0.278961980395898,-0.127127127127127
SK1,K2,0.00751648016676111,0.0151570836981521,0.0053466494466218,0.0107815907671111,0.994653350553378,0.989218409232889,0.994535843751529,0.493195729044023,-0.949033815695866,-0.987987987987988
SK2,K2,0.00785135193613621,0.014443123448897,0.00558485162645807,0.0102737340194182,0.994415148373542,0.989726265980582,0.995284783824312,0.541041634251396,-0.870780916691272,-0.953953953953954
SK3,K2,0.013059362002114,0.0214501834015062,0.00928943189800554,0.0152580208647073,0.990710568101994,0.984741979135293,0.993975446352474,0.605154973836649,-0.533978598510237,-0.685685685685686
SK4,K2,0.00867409599239019,0.0166400236339872,0.00617008885924349,0.0118364408846393,0.993829911140757,0.988163559115361,0.994298469021835,0.518306978108264,-0.931885911120301,-0.973973973973974
SK5,K2,0.00946944782753473,0.0163411844729836,0.0067358413597357,0.0116238695481413,0.993264158640264,0.988376130451859,0.995078823547708,0.576631823687454,-0.830551359642554,-0.897897897897898
SK6,K2,0.0106579968400335,0.0190872233345369,0.00758128427702844,0.0135771916927871,0.992418715722972,0.986422808307213,0.993958288653,0.555010234538435,-0.720701132871529,-0.897897897897898
K4,K3,0.00130761816839089,0.00526551502274813,0.000930139613397313,0.00374548490223533,0.999069860386603,0.996254515097765,0.997182033608992,0.247636430378952,-0.584822762466525,-1
K5,K3,0.00123958250793702,0.00143225540564546,0.00088174424505392,0.00101879701697067,0.999118255754946,0.998981202983029,0.999862826275941,0.865357159695672,-0.18984907402449,0.253253253253253
